"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","185","renders an interactive version when preview is set to false","PrivilegeZonesCypherEditor Search component for Zone Management","Mon Jan 26 22:00:41 UTC 2026","passed","Mon Jan 26 22:00:41 UTC 2026","","","",""
"","0","returns null if paramValue is ''","useEnvironmentParams","Mon Jan 26 22:01:45 UTC 2026","passed","Mon Jan 26 22:01:45 UTC 2026","","parseEnvironmentAggregation","",""
"Test cases for TestResources_CreateAssetGroupTagSelector","3","TestResources_CreateAssetGroupTagSelector","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateAssetGroupTagSelector","TestResources_CreateAssetGroupTagSelector"
"","300","fires click handlers","ConfirmDeleteQueryDialog","Mon Jan 26 22:01:39 UTC 2026","passed","Mon Jan 26 22:01:40 UTC 2026","","","",""
"","321","should display correctly","DeleteConfirmationDialog","Mon Jan 26 22:01:16 UTC 2026","passed","Mon Jan 26 22:01:16 UTC 2026","","","",""
"Test cases for TestConvertDomainToNode_DomainInvalidProperties","0","TestConvertDomainToNode_DomainInvalidProperties","","Mon Jan 26 21:57:23 UTC 2026","passed","Mon Jan 26 21:57:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertDomainToNode_DomainInvalidProperties","TestConvertDomainToNode_DomainInvalidProperties"
"","0","fails for password shorter than 12 characters","testPassword","Mon Jan 26 22:01:46 UTC 2026","passed","Mon Jan 26 22:01:46 UTC 2026","","","",""
"","186","fires runQuery in context provider","ListItemActionMenu","Mon Jan 26 22:00:18 UTC 2026","passed","Mon Jan 26 22:00:18 UTC 2026","","","",""
"","4","does not return when label limit is not reached","useTagLimits","Mon Jan 26 21:58:01 UTC 2026","passed","Mon Jan 26 21:58:01 UTC 2026","","","",""
"","19","tag members refetches on environment change","the useAssetGroupTags utilities","Mon Jan 26 21:58:25 UTC 2026","passed","Mon Jan 26 21:58:25 UTC 2026","","","",""
"","70","should display ""Password"" input","Enable2FADialog","Mon Jan 26 22:00:26 UTC 2026","passed","Mon Jan 26 22:00:26 UTC 2026","","","",""
"","19","should display hidden label for hidden edge","EdgeInfoHeader","Mon Jan 26 22:00:25 UTC 2026","passed","Mon Jan 26 22:00:25 UTC 2026","","","",""
"Test cases for TestWriteResponseWrapperWithTimeWindowAndPagination","0","TestWriteResponseWrapperWithTimeWindowAndPagination","","Mon Jan 26 21:56:43 UTC 2026","passed","Mon Jan 26 21:56:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestWriteResponseWrapperWithTimeWindowAndPagination","TestWriteResponseWrapperWithTimeWindowAndPagination"
"","65","applies the given filters","useFinishedJobs","Mon Jan 26 21:59:12 UTC 2026","passed","Mon Jan 26 21:59:12 UTC 2026","","","",""
"","842","displays must be new password error messages when current password is the same as new password","PasswordDialog","Mon Jan 26 21:57:56 UTC 2026","passed","Mon Jan 26 21:57:57 UTC 2026","","","",""
"","6","should recognize active directory properties","validating a node property against the shared generated schema","Mon Jan 26 21:58:44 UTC 2026","passed","Mon Jan 26 21:58:44 UTC 2026","","","",""
"","154","invokes handleFilterChange with eq:false when clicked and custom_member filter is on","AssetGroupEdit","Mon Jan 26 21:58:31 UTC 2026","passed","Mon Jan 26 21:58:32 UTC 2026","","Custom Member checkbox filter","",""
"","14","upon performing a search, updates the url params with the base64-encoded current query and sets searchType to 'cypher'","useCypherSearch","Mon Jan 26 22:01:22 UTC 2026","passed","Mon Jan 26 22:01:22 UTC 2026","","","",""
"","486","renders correctly with requiresCurrentPassword false","PasswordDialog","Mon Jan 26 21:57:52 UTC 2026","passed","Mon Jan 26 21:57:53 UTC 2026","","","",""
"","142","navigates to previous history entry when warning dialog is cancelled","EarlyAccessFeatures","Mon Jan 26 22:02:34 UTC 2026","passed","Mon Jan 26 22:02:34 UTC 2026","","","",""
"Test cases for TestManagementResource_CreateOIDCProvider","0","TestManagementResource_CreateOIDCProvider","","Mon Jan 26 21:57:43 UTC 2026","passed","Mon Jan 26 21:57:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_CreateOIDCProvider","TestManagementResource_CreateOIDCProvider"
"","216","handles adding to non-tier-zero asset group","AssetGroupMenuItem","Mon Jan 26 22:02:13 UTC 2026","passed","Mon Jan 26 22:02:14 UTC 2026","","adding to an asset group","",""
"","1934","should clear out the SSO Provider id from submission data when the authentication method is changed","CreateUserDialog","Mon Jan 26 21:58:06 UTC 2026","passed","Mon Jan 26 21:58:08 UTC 2026","","","",""
"Test cases for TestManagementResource_PutUserAuthSecret","7082","TestManagementResource_PutUserAuthSecret","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:57:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_PutUserAuthSecret","TestManagementResource_PutUserAuthSecret"
"Test cases for TestUnmarshalInt64","0","TestUnmarshalInt64","","Mon Jan 26 21:57:01 UTC 2026","passed","Mon Jan 26 21:57:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalInt64","TestUnmarshalInt64"
"","182","handles close event","ImportQueryDialog","Mon Jan 26 22:01:38 UTC 2026","passed","Mon Jan 26 22:01:38 UTC 2026","","","",""
"Test cases for TestDomainSelectors_GetFilterableColumns","0","TestDomainSelectors_GetFilterableColumns","","Mon Jan 26 21:57:02 UTC 2026","passed","Mon Jan 26 21:57:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetFilterableColumns","TestDomainSelectors_GetFilterableColumns"
"Test cases for TestMatches_FailureModel","0","TestMatches_FailureModel","","Mon Jan 26 21:57:02 UTC 2026","passed","Mon Jan 26 21:57:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestMatches_FailureModel","TestMatches_FailureModel"
"Test cases for FuzzFoldl","0","FuzzFoldl","","Mon Jan 26 21:57:38 UTC 2026","passed","Mon Jan 26 21:57:38 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/FuzzFoldl","FuzzFoldl"
"Test cases for TestResources_ShareSavedQueriesPermissions_Admin","10","TestResources_ShareSavedQueriesPermissions_Admin","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ShareSavedQueriesPermissions_Admin","TestResources_ShareSavedQueriesPermissions_Admin"
"","100","renders a button when actor is not BloodHoundString and note exists","NoteCell component","Mon Jan 26 22:00:27 UTC 2026","passed","Mon Jan 26 22:00:27 UTC 2026","","","",""
"","223","dispatches an action to the delete the associated node","Rule Object Select","Mon Jan 26 22:00:31 UTC 2026","passed","Mon Jan 26 22:00:31 UTC 2026","","","",""
"Test cases for TestTagScanner_NextTopLevelTag","0","TestTagScanner_NextTopLevelTag","","Mon Jan 26 21:57:09 UTC 2026","passed","Mon Jan 26 21:57:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/TestTagScanner_NextTopLevelTag","TestTagScanner_NextTopLevelTag"
"","0","returns null if paramValue is undefined","useEnvironmentParams","Mon Jan 26 22:01:45 UTC 2026","passed","Mon Jan 26 22:01:45 UTC 2026","","parseEnvironmentAggregation","",""
"Test cases for TestManagementResource_EnableUserSAML","0","TestManagementResource_EnableUserSAML","","Mon Jan 26 21:57:02 UTC 2026","passed","Mon Jan 26 21:57:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_EnableUserSAML","TestManagementResource_EnableUserSAML"
"Test cases for TestResources_GetEnterpriseCAEntityInfo","206","TestResources_GetEnterpriseCAEntityInfo","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetEnterpriseCAEntityInfo","TestResources_GetEnterpriseCAEntityInfo"
"","3","Default label and sizing are used when graph of origin does not specify","copySigmaNodesToGraphlibGraph","Mon Jan 26 22:02:44 UTC 2026","passed","Mon Jan 26 22:02:44 UTC 2026","","","",""
"","78","buttons are disabled while loading","PasswordResetForm","Mon Jan 26 21:59:23 UTC 2026","passed","Mon Jan 26 21:59:23 UTC 2026","","","",""
"Test cases for TestResources_ListADUserSQLAdminRights","1","TestResources_ListADUserSQLAdminRights","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADUserSQLAdminRights","TestResources_ListADUserSQLAdminRights"
"Test cases for Test_runMaybeCachedEntityQuery","0","Test_runMaybeCachedEntityQuery","","Mon Jan 26 21:57:04 UTC 2026","passed","Mon Jan 26 21:57:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_runMaybeCachedEntityQuery","Test_runMaybeCachedEntityQuery"
"","369","displays an autofocused text input","SearchCurrentNodes","Mon Jan 26 21:59:52 UTC 2026","passed","Mon Jan 26 21:59:53 UTC 2026","","","",""
"Test cases for TestParseGroupMiscData","1","TestParseGroupMiscData","","Mon Jan 26 21:57:23 UTC 2026","passed","Mon Jan 26 21:57:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestParseGroupMiscData","TestParseGroupMiscData"
"","176","shows a table with finished jobs","FileIngestTable","Mon Jan 26 21:59:20 UTC 2026","passed","Mon Jan 26 21:59:20 UTC 2026","","","",""
"Test cases for TestAuditLogin_UserNotFound","0","TestAuditLogin_UserNotFound","","Mon Jan 26 21:56:42 UTC 2026","passed","Mon Jan 26 21:56:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAuditLogin_UserNotFound","TestAuditLogin_UserNotFound"
"Test cases for TestResources_DownloadCollectorChecksumByVersion","1","TestResources_DownloadCollectorChecksumByVersion","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DownloadCollectorChecksumByVersion","TestResources_DownloadCollectorChecksumByVersion"
"","219","should render a nav element with logo, two lists, a version number and a powered by","MainNav","Mon Jan 26 21:58:12 UTC 2026","passed","Mon Jan 26 21:58:12 UTC 2026","","","",""
"","1487","renders","DatabaseManagement","Mon Jan 26 22:02:20 UTC 2026","passed","Mon Jan 26 22:02:22 UTC 2026","","","",""
"","1240","sets input text on date click","ManagedDatePicker - date validation","Mon Jan 26 21:59:30 UTC 2026","passed","Mon Jan 26 21:59:31 UTC 2026","","","",""
"Test cases for TestWriteResultRawJson","0","TestWriteResultRawJson","","Mon Jan 26 21:57:17 UTC 2026","passed","Mon Jan 26 21:57:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestWriteResultRawJson","TestWriteResultRawJson"
"Test cases for TestLoginResource_Logout","6","TestLoginResource_Logout","","Mon Jan 26 21:57:43 UTC 2026","passed","Mon Jan 26 21:57:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestLoginResource_Logout","TestLoginResource_Logout"
"","83","copys children value to clipboard after clicking the copy btn","CodeController","Mon Jan 26 22:01:31 UTC 2026","passed","Mon Jan 26 22:01:31 UTC 2026","","","",""
"Test cases for TestParseAGMembersFromNodes_","0","TestParseAGMembersFromNodes_","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseAGMembersFromNodes_","TestParseAGMembersFromNodes_"
"","121","should navigate to the correct page on alt + digit keydown","Keyboard shortcuts","Mon Jan 26 21:58:13 UTC 2026","passed","Mon Jan 26 21:58:13 UTC 2026","","","",""
"Test cases for TestResources_StartIngestJob","79","TestResources_StartIngestJob","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_StartIngestJob","TestResources_StartIngestJob"
"Test cases for TestCache_FillFifo","0","TestCache_FillFifo","","Mon Jan 26 21:57:22 UTC 2026","passed","Mon Jan 26 21:57:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestCache_FillFifo","TestCache_FillFifo"
"Test cases for TestDisenrollMFA_Admin_Success","4826","TestDisenrollMFA_Admin_Success","","Mon Jan 26 21:57:33 UTC 2026","passed","Mon Jan 26 21:57:38 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestDisenrollMFA_Admin_Success","TestDisenrollMFA_Admin_Success"
"Test cases for TestParseAGMembersFromNodes_MissingNodeProperties","3","TestParseAGMembersFromNodes_MissingNodeProperties","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseAGMembersFromNodes_MissingNodeProperties","TestParseAGMembersFromNodes_MissingNodeProperties"
"","11","applies animation class to the title","ProcessingIndicator","Mon Jan 26 22:01:46 UTC 2026","passed","Mon Jan 26 22:01:46 UTC 2026","","","",""
"Test cases for TestGenericAssign","0","TestGenericAssign","","Mon Jan 26 21:57:17 UTC 2026","passed","Mon Jan 26 21:57:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestGenericAssign","TestGenericAssign"
"Test cases for TestResources_DeleteSavedQuery_DBError","0","TestResources_DeleteSavedQuery_DBError","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_DBError","TestResources_DeleteSavedQuery_DBError"
"","498","should render saml info provider","SSOProviderTable","Mon Jan 26 22:00:15 UTC 2026","passed","Mon Jan 26 22:00:16 UTC 2026","","","",""
"","1693","should close the edge filtering dialog when user clicks apply button","EdgeFilter","Mon Jan 26 21:59:32 UTC 2026","passed","Mon Jan 26 21:59:34 UTC 2026","","","",""
"","3","formats the date string","toFormatted","Mon Jan 26 22:01:04 UTC 2026","passed","Mon Jan 26 22:01:04 UTC 2026","","","",""
"","251","Displays a notification when analysis has been requested successfully","AnalyzeNowConfiguration","Mon Jan 26 21:58:48 UTC 2026","passed","Mon Jan 26 21:58:48 UTC 2026","","","",""
"Test cases for TestDomainSelectors_GetFilterCriteria_Domain","0","TestDomainSelectors_GetFilterCriteria_Domain","","Mon Jan 26 21:57:02 UTC 2026","passed","Mon Jan 26 21:57:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetFilterCriteria_Domain","TestDomainSelectors_GetFilterCriteria_Domain"
"","81","renders a dash when actor is BloodHoundString","NoteCell component","Mon Jan 26 22:00:27 UTC 2026","passed","Mon Jan 26 22:00:27 UTC 2026","","","",""
"Test cases for TestParsePreferHeaderWait","0","TestParsePreferHeaderWait","","Mon Jan 26 21:56:47 UTC 2026","passed","Mon Jan 26 21:56:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestParsePreferHeaderWait","TestParsePreferHeaderWait"
"","357","renders","EarlyAccessFeaturesWarningDialog","Mon Jan 26 22:02:54 UTC 2026","passed","Mon Jan 26 22:02:54 UTC 2026","","","",""
"Test cases for TestSignRequestSuccess","0","TestSignRequestSuccess","","Mon Jan 26 21:56:43 UTC 2026","passed","Mon Jan 26 21:56:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestSuccess","TestSignRequestSuccess"
"","3","determines glyphs with the tier_managent_engine feature flag disabled","getNodeGlyphs","Mon Jan 26 22:02:25 UTC 2026","passed","Mon Jan 26 22:02:25 UTC 2026","","","",""
"","0","fails for password without digits","testPassword","Mon Jan 26 22:01:46 UTC 2026","passed","Mon Jan 26 22:01:46 UTC 2026","","","",""
"Test cases for TestResources_ListADGPOAffectedContainers","0","TestResources_ListADGPOAffectedContainers","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGPOAffectedContainers","TestResources_ListADGPOAffectedContainers"
"Test cases for TestFloatEqual","0","TestFloatEqual","","Mon Jan 26 21:57:01 UTC 2026","passed","Mon Jan 26 21:57:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatEqual","TestFloatEqual"
"","0","returns undefined if graphData is {} or not a GraphResponse","getExploreTableData","Mon Jan 26 21:59:42 UTC 2026","passed","Mon Jan 26 21:59:42 UTC 2026","","","",""
"Test cases for TestGenerateRandomBase64String","0","TestGenerateRandomBase64String","","Mon Jan 26 21:56:57 UTC 2026","passed","Mon Jan 26 21:56:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/config/TestGenerateRandomBase64String","TestGenerateRandomBase64String"
"","10","disables the upload button and does not populate a table if the user lacks the permission","File Upload","Mon Jan 26 21:59:16 UTC 2026","passed","Mon Jan 26 21:59:16 UTC 2026","","","",""
"","115","renders with a selected icon","Glyph Select Dialog","Mon Jan 26 22:01:23 UTC 2026","passed","Mon Jan 26 22:01:23 UTC 2026","","","",""
"","469","calls onToggleNodeLabels when click show all node labels","GraphControls","Mon Jan 26 21:58:12 UTC 2026","passed","Mon Jan 26 21:58:13 UTC 2026","","Toggling labels","",""
"","386","renders headers","CommonSearches","Mon Jan 26 21:58:27 UTC 2026","passed","Mon Jan 26 21:58:28 UTC 2026","","","",""
"","91","returns an object with values for assetGroupTagId, params, and setPZQueryParams","usePZQueryParams","Mon Jan 26 21:59:52 UTC 2026","passed","Mon Jan 26 21:59:52 UTC 2026","","","",""
"","2009","should close the edge filtering dialog when user clicks cancel button","EdgeFilter","Mon Jan 26 21:59:30 UTC 2026","passed","Mon Jan 26 21:59:32 UTC 2026","","","",""
"Test cases for TestIntFrom","0","TestIntFrom","","Mon Jan 26 21:57:01 UTC 2026","passed","Mon Jan 26 21:57:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestIntFrom","TestIntFrom"
"Test cases for TestResources_ListAssetGroupCollections","1","TestResources_ListAssetGroupCollections","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAssetGroupCollections","TestResources_ListAssetGroupCollections"
